name,restaurant_url,title,text,rating
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Amazing food,"Salad as a appetizer, steak mignon as a main course. Lovely food, good drinks. Very nice and friendly waiters, and not to expencive, will be happy to come back😊",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Amazing, lovely, service, atmosphere. It’s all amazing ♥️",Absolutely amazing service and just the most lovely waitresses ever ♥️ beef was amazing and the atmosphere top notch! ♥️ recommend every beef lover to go here♥️ I’m a picky beef eater and this one was just superb! ♥️,5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Go there for the meat,"It never disapoints me. The steaks are juicy tender and well seasoned.
The salad is crispy. The baked potato well, its a baked potato.
Its a concept that works well",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,A very pleasant experience!,"We had a very good steak dinner here. The restaurant totally lived up to our expectations. It was saturday and did not have a reservation. We waited a few minutes to get our spot. Outside the restaurant we got a free glass of wine, while waiting. A good start!",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Lovely lamb,Lovely lamb. Children had pasta and burger which they liked. Great service. Focus on meat with quite a few variations.,4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Yum!,Visiting BLOCK HOUSE Kiel was yet another good experience from BLOCK HOUSE. Both the food and service was great! I would definitely visit again.,5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Block House - rustic place and flavor,The steaks and service are always fine at the Block Houses - this one no exception. The Kiel restaurant is located very central. It deserves some upgrading - or it will be classified as monument soon.,3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Very tasty food in a popular restaurant,"Very busy place place with very good food. We went there for dinner. I got a very tasty rib eye steak and my boyfriend got a piece of salmon. Both dishes were really good and definitely worth the money. Only downside was the noisy atmosphere due to many guests, but that must be expected for a good and popular restaurant.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,BLOCK HOUSE chain keeping the standard high,"My wife and I ""discovered"" BH when we went til Lübeck in 2014 on an extended weekend and we actually ended up eating there twice, as the food and service is sublime. Since the we have been to BH in Hamburg and now also in Kiel. Both places twice also :D
Only once did a steak dissapoint and I simply got a new one.

BH as a steak house has my highest recommendation - value for money is very high imo.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Great food and service,"Early family dinner on a Friday evening. Friendly reception, quickly shown to a good table and furnished swiftly with a couple of Weissbiers and menus. Everyone had steak, including the younger kids who asked for rare and, unusually, actually got it. Steaks were excellent quality, very well cooked with good sides. 

Attentive friendly service throughout, and some good ice creams to finish. And another Weissbier.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Poor poor service....,"My boyfriend and I went to the stakehouse, as it was rated really high on Tripadvisor. Our expectations were not fulfilled at all. We ordered our food, I ordered welldone beef and water. I went to the bathroom, and when I got back our drinks had arrived. I took a sip of my water, and found out it was sparkling water. I talked to the waiter and said, that there had happend a mistake, but then he said no no you asked for water and water in Germany is sparkling water and if I like to, then he could shake all the bobles out. WTF?! 
That is not good service. Just bring me a new one and you’ve got a happy customer. The water was San Pellegrino 0,75L for 5,90 EUR. 
We got our food, my beef were not welldone. I told the water, they cooked it some more and gave it back. Cooked meant grill on both sides so it was black (!) and actually a bit red inside still. We had 4 different waiters, and not one of them asked about how our food was. Both steaks were not tender. 

No tips were earned. What a bad experience in Kiel. We really enjoy good service (and of course really good food) and would like to give tips when it is fulfilled. Unfortunatly it was not tonight. Not at all. What a shame :(.",2.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Good food,"good food at ok price, well cooked food but as a scandinavian i wish i had ordered pepper sauce for the (250g ~22€) rumpsteak. The sour creme works well with the baked potatoe but not the meat. The dish came with a free starter sallad i chose american dressing.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Good service,Good friendly an Quick service. The food was ok and fine at the price. Lots of tables and many guests so allso a bit noisy. A ordinary family restaurant.,3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Best steak? I don’t think so.,"We’ve been to the Blockhouse for steak and burgers. Both ordered “medium”, steak was raw, burger grey and chewy (no bun, although they fairly say it’s “unusual”), covered in molten cheese and something they call “salsa” which are winter tomatoes and roughly chopped onions, quite unappetising. All garnished with pale fries. Steak salad was swimming in a pool of tasteless dressing. Nice garlic bread.",2.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Decent food - fair price,"Fair prices for good steaks ! Staff was friendly and helpful. Spoke English. And menus in English. Good Rib-Eye, basic side orders. Basic desserts.",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Very good steakhouse,"This restaurant is just a short distance away from the tourist- and shopping streets. They do have small area for outdoor serving, we preferred our evening dinner to be served inside. Very friendly and serviceminded staff in the restaurant.
Our ""steak"" was turkey medallions (putenmedaillons). They were delicately prepared, juicy and tender. Quite a good kitchen and cook here. We enjoyed the food very much.
This is a place my wife and I might visit again.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Best Steak in town,"I have been several times there and always leaving the place satisfied. My absolute favourite Steak is the Rib Eye. Always grilled to perfection , the salad Great , Baked Potato and Sourcream yummy. As well the dips / sauces for the steaks delicious. Value for money. Great , i Will be back when i am in Kiel.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Block House,"Hidden from the main shopping street we found the chain based restaurant Block House. The atmosphere was Great, but if the restaurant was full it would easily be to noisy. The food was ok. We started with the tartar, but nothing to brag about. Wouldn't choose it myself again. Next a medium roasted tenderloin steak. It was juicy and great - but one was cooked rare the other steak to the good side of medium. Though the restaurant was only a third full the service seemed a bit distracted and not that welcoming.",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Delicious food and definitely worth a visit,"First trip to Germany and we enjoyed a lovely meal at BlockHouse. Lamb cooked beautifully served with tasty gratin and creamed spinach- absolutely delicious! Would definitely recommend this restaurant for the great food, although the choice for children was limited however thought the Robber plate was genius. My only criticism is that we Would have liked to have been offered dessert.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Great location, vibe and food","Great steak, great prices. It is worth the trip. Service was good seated right away great location its right off the main avenue in Kiel",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,I visit Kiel frequently for business purpose and almost I go this place with my team members.,"Meals are excellent. Price are reasonable. You should make a reservation, otherwise, you should be in a position to wait 10-15 for have table. Atmosphere is also very good.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Better than average but very good,"Ate here again after a few years, it is still the same restaurant. Good, but not very good, you know what you get when you go to a Block House restaurant. I have visited a few block houses in Germany and this is one of the better.Just be sure to know that Block House have their own rules, like if you order a bottle of wine, it comes opened to the table so there is a risk that you dont get what you order. I remarked that and was simply this is how it is, company rules? Food was good though.",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,An ok restaurant,This is a nice and good restaurant for ordinary meals. Good meat but could have more different accessories. The crispy vegetables were soft and tasteless. This is a restaurant for those who like good meat. A nice and helpful staff.,3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Nice food - shame about the beer sizes.,"We came the day after the Kiel week festival ended, so the town was twice as dead as the local cemetery. We were not all that hungry so most of us got a delicious goulash soup with fresh fries (probably illegal in most countries, but we just fancied that).

Here is a tip to the restaurant: You have pint size beer glasses - you serve your weisbeer in these. Why can't we have a man sized pilsner in a pint glass. Men don't drink small beers. Why? We just don't get it. We asked for a pilsner to be poured into a weisbeer glass but was refused.

We may be back when you change your ""beer policy"".

BTW - the steaks on the table next to us looked fantastic.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Best Steak in Kiel,"Blockhouse always impress me with it's constant highest quality level. Service is great and the selection of dishes fits to everyone's taste and budget. Beef comes from the best ""beef places"" in the world. You can never make a mistake by choosing blockhouse and kiel is no exception.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Great steak and good service,Went for dinner with my wife on her first visit to Kiel. We were not disappointed. Steak was great. The side of grattin was to die for. Salad with American dressing was good. For dessert of recommend the cheese cake.,5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Great steaks,"For the steaks this is a very good place, great steaks, I had the T bone great flavor and taste. The French onion soup was a little lite for color but the taste was good as well.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,DFE Training,"Was still open late on Sunday evening which was a bonus, but it didn't disappoint. Good food and good beer what else could you need. Friendly staff and prompt service. Well worth a visit",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Best Sirloin for flavour.,"I eat steak all the time but this place is simple, fast and they pack a lot of flavour into their steaks. I went for the sirloin and it was juicy and succulent. Yum!!",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Good steak!,Buzzy place with really good food. The tenderloin was great. Service fast and nice. So if you want nice meat this is the place.,5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Nice steaks,Like every blockhouse they have nice steaks and good burgers. staff is friendly and quick. good price,4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Very good service,The food is great not only if you like steak. Great location close to the shopping street. Very friendly and attentive service!,4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,good american tenderloin,classic restaurant steack house with several tables and good spaces. good meat dishes at right prices. one evening ok within a week.,3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Best Dinner in Kiel,Found this place during our walking tour of Kiel. Our server Suzanne was fantastic and our steaks were prepared perfectly. Great place to meet and enjoy downtown Kiel.,5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Great meat!,A great steakhouse that knows their meat. Great service in a cozy and clean restaurant. Menus in many languages made ordering a breeze. We left very satisfied! Highly recommended.,5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Great Meat - Poor Place,"The Meat was Great, as always - still the Place is pretty run down. It's about time the owner recognizes that he has to put Ina little more. - and his restaurant would be much better visited. The staf and waiters are generally super - the places are not rustic style - they are just run down.",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Great food and staff - consistently good,"I have visited a few of the restaurants in this mini-chain - the Kiel restaurant is the best. There are no surprises - formulaic- but great if you like the formula - my colleagues and I do, so no problem. What makes Kiel stand out are: the excellent staff - friendly and attentive, and; the prompt and tip-top food. We stuck to the formula: great salads (fresh, crisp), steaks (succulent and cooked exactly to request). We didn't do dessert (too full). Weissbeer and a reasonable Grant Burge Benchmark Shiraz were great accompaniments to the meat. Highly recommended.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Nice steak,"Steak was great, service was a little slow considering it was only half full. Once I'd been served it took an age to get another beer.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Very good Steaks,I aet a several times there and it was everytime very good. The waitresses are polite and nice an the steak was very good.,4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,German efficiency and hospitality,"Impressive to sit next to the kitchen watching 3 chefs coorporating. No wonder we got
our food just what we imagied were just minutes after ordering. The serving staff was
very alert but never pushy.
I will for sure visit Block Hose again. Have been informed that Block House Berlin
has the same qulity",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,If you are into meat.,"They serve great meat and the service is very good.
If yoy are looking for something other than this you will get disappointed.
The rest of the menu is ordinary.
Beside the meat you can have a potato, bread and salat.
None of these things is worth mentioning.
But if you enjoy meat and something to drink you have come to the right place.
We had a good evening and enjoyed the food.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Friendly service, Great steaks","We visit this restaurant every time we are in Kiel. Their rib eye steaks are the best, very tender and juicy. We also like their pepper mix (we ordered a large shaker to take home). The prices are reasonable - about 60Euro for two (for steaks and a drink). We'll definitely be back there.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Pretty good,I have been here 3 times. The best cut is the filet. The rest aren't that great. Staff is very nice. Easy to walk to also.,3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Nice food good service,"We order sirloin steak and fried fish, both good, the steak is particularly juicy. Service is good and the restaurant is in a reasonably easily accessible position",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,A pleasant surprise,"Really surprised me as block house is a chain, nothing wrong with that but that rarely point to a great meal, from past experiences, anyway, the food was great and the service even better, steak cooked to perfection and the sides complimented it very well, we visited twice during a 4 night stay in Kiel",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,good solid steak house but nothing special,"Good quality, good service but nothing special - no place to linger. Block House is a chain and you get the same quality no matter which Block House Restaurant you visit kind of like McDonalds or Burger King just upscaled. We have been to several of the Block House locations all over Germany because we like steak and at the Block House you can allways be sure to get a good one. Block House is also a brand, they sell all products used in their Restaurants in supermakets from meat over sour cream to bread. So if you like you can cook your own blockhouse dinner.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Excellent steak,"Whilst in Kiel on business I was recommended this restaurant to try by the firm I was working with.

So one night decided to give it a try and was delighted.

The staff were very knowledgable of the menu and wine list and steered me in the right direction even with my limited German.

I had the fillet steak which was super and cooked to perfection.

From what I could see from other tables their meals looked excellent as well.

Would definitely recommend it",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Good food, so good we went twice","We went here because of the reviews on trip advisor and had a great meal, good service and at a good price. Usually we try and visit a different restaurant each night to get a sense of what's on offer but the steak was that good that we came here twice for our evening meal.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Solid, but alter your expectations","I will admit that I've dined here several times, almost always at someone else's suggestion. It's very convenient for me to walk to and the visits have not been bad. Just average. But for the somewhat exalted prices, I have always expected something more flavorful. The chain caters to tourists with a multilingual menu. The logo is even in English,",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,That was not a burger!,"I ordered the cheeseburger and got half a baguette, grilled in grease, with a leaf of lettuce, a premade burger-patty, some chopped tomato onto, and a piece of cheese stuck on top which tasted of nothing. All in all a very disappointing experience!",2.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Very good steak and service,"Went there for evening dinner. Had to have a nice steak and was positively surpriced. Well made rib-eye and tasty potatoes to go with it. Very friendly service and. All in all, very good value, defenately a place to visit again.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Great place, nice atmosphere.","I cane there with my friend, the food was good and arrived fast, the service was great. The meals were mid size, and the price was fair. Enjoyed it very much. P. S I ordered T-bone which was delicious.",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Perfectly cooked steak,"Been here a few times over the years and never left disappointed, great food cooked to perfection and good service from the staff,",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Granteed santisfaction,"We had dinner there twice, both just fine! The steak was tender and well made. Flawless! I recommend the french dressing with the salad a lot. Nice interior and very friendly staff :)",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Good quality food,"We choose Mrs. Rumpsteak set. Meat quality was excellent. Nothing to complain regarding salad and bread. Many local people suggest it is a good spot.
Wince card is very limited and that is why we stopped on the 4 stars in our evaluation. Anyway, highly recommended and charming restaurant. Prices are fair.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,You won't regret!,"Very good, fresh beef. Cosy interiors combined with tasty food creates place where you want to be. Medium price range. Can highly recommend!",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Good beef!,"I don't know if the T-bone was better or the sirloin...Both were very very good, tasty, well cooked. Pity they had too few beer types...",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Decent meal when in Kiel...,"This is the second time I've been to this place (while on business travel through Germany) and my second experience was identical to my first.

Decent meal, reasonable pricing, and not too crowded. The food is of pretty good quality. This is not a top-quality restaurant but the prices are also reasonable. When you're in the ""downtown Kiel"" area, I would give this a shot. Nothing to complain about...",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Honest meal for a honest price,"We have eaten there a couple of times earlier and this is a restaurant we wil og back to. You get what you ask for with no hassle and it is good food too. I was impressed by the salad this time, just enough and it was fresh and delicate. This Block house Restaurant I recommend as opposed to others in the same restaurant Chain, which I will not visit again.",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Average chain-food,"After having tried the Ratskeller, Kiel, the previous night which had an excellent atmosphere, service and price-quality we were a little disappointed with the Block House. It look along time to be served with drinks and then the food although the place was only half full. Our service and the food was ok but nothing special. We had a salad, the baked potatoes, sour cream, garlic bread and steaks however, the portions were small.",3.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,"Good stake - yes, but thats all.","No doubt the steak is great and if thats all you want, have a piece of beef in your mouth, thats definitly a good place. However if you want something more, the place offers no interesting dishes of flavours the sweep your mouth.
After several times, even a good steak is boring. becase a steak is a steak is a steak",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Beyond expectations,"Great place with delicious steaks, excellent service and great german athmosphere. The side dishes were great also. Loved it",5.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,Good steak house,"Large chain in Germany. Went on Sunday night with a snow storm outside so the place was pretty quite . Standard canteen kind of restaurant with a salad bar in the middle. My fillet was extremely good znd cooked to perfection , modicum rare pink in the middle. Served with a baked parroted with sour cream . One negative point the really tacky back ground music, really awful !",4.0
BLOCK HOUSE Kiel,https://www.tripadvisor.com/Restaurant_Review-g187412-d1039400-Reviews-BLOCK_HOUSE_Kiel-Kiel_Schleswig_Holstein.html,good food!,"I loved it! the salad is delicious as well as the meat! I really can not rate the meat out of 10... it deserves a lot MORE than that! The staff is very very nice and welcoming and great! and they can speak English which I loved as a tourist!

I would not suggest the cheesecake! It is not that good! try something different for a dessert if you can!",4.0
